Institution ,  Course ,  Salary  (6  months  after) ,  Median  Tariff
10000571,History,18000,103.5
10000571,History  with  Professional  Placement  Year,18000,106.0
10000571,History:  Heritage  &  Public  History  with  Professional  Placement  Year,18000,106.0
10000571,History:  Heritage  and  Public  History,18000,106.0
10000571,Human  Nutrition,22000,106.0
10000571,Human  Nutrition  with  year  in  professional  practice,22000,115.75
10000571,Journalism  and  Publishing,17000,134.0
10000571,Media  Communications,18000,108.5
10000571,Media  Communications  with  Professional  Placement  Year,18000,116.16666666666667
10000571,Psychology,18000,115.15789473684211
10000571,Psychology  &  Sociology,18000,101.0
10000571,Psychology  with  Professional  Placement  Year,18000,115.75
10000571,Religions  Philosophy  and  Ethics,18000,96
10000571,Theatre  Production,17000,124.0
10000571,Theatre  Production  with  Professional  Placement  Year,17000,134.875
10007850,Accounting  and  Finance,23000,173.9655172413793
10007850,Aerospace  Engineering,26000,192
10007850,Aerospace  Engineering,26000,210.5
10007850,Architecture,21000,214.1764705882353
10007850,Biochemistry,20000,167.5
10007850,Biochemistry,20000,173.69565217391303
10007850,Biology,20000,162.5
10007850,Biology,20000,187.25
10007850,Biomedical  Sciences,20000,181.0
10007850,Biomedical  Sciences,20000,173.125
10007850,Business  Administration,22000,181.45454545454547
10007850,Chemical  Engineering,27000,210.5
10007850,Chemical  Engineering,27000,203.42857142857142
10007850,Chemical  Engineering,27000,192
10007850,Chemical  Engineering,27000,199.5
10007850,Chemistry,22000,144
10007850,Chemistry,22000,172.5
10007850,Chemistry,22000,160
10007850,Chemistry,22000,181.0
10007850,Chemistry,22000,164.28571428571428
10007850,Chemistry,22000,170.0
10007850,Chemistry  for  Drug  Discovery,22000,170.0
10007850,Chemistry  for  Drug  Discovery,22000,170.0
10007850,Chemistry  for  Drug  Discovery,22000,170.0
10007850,Chemistry  for  Drug  Discovery,22000,144
10007850,Chemistry  for  Drug  Discovery,22000,170.0
10007850,Chemistry  for  Drug  Discovery,22000,170.0
10007850,Civil  and  Architectural  Engineering,26000,187.25
10007850,Civil  and  Architectural  Engineering,26000,160
10007850,Civil  Engineering,26000,210.5
10007850,Civil  Engineering,26000,215.5
10007850,Civil  Engineering,26000,196.5
10007850,Civil  Engineering,26000,196.5
10007850,Computer  Science,25000,173.125
10007850,Computer  Science,25000,180.28571428571428
10007850,Computer  Science,25000,180.28571428571428
10007850,Computer  Science,25000,160
10007850,Computer  Science,25000,160
10007850,Computer  Science,25000,160
10007850,Computer  Systems  Engineering,26000,170.3125
10007850,Computer  Systems  Engineering,26000,170.3125
10007850,Computer  Systems  Engineering,26000,170.3125
10007850,Computer  Systems  Engineering,26000,170.3125
10007850,Economics,28000,189.125
10007850,Economics,28000,186.0
10007850,Economics  with  professional  placement  and  study  year  abroad,28000,186.83333333333334
10007850,Economics  with  study  year  abroad,28000,186.83333333333334
10007850,Electrical  and  Electronic  Engineering,26000,179.75
10007850,Electrical  and  Electronic  Engineering,26000,160
10007850,Electrical  and  Electronic  Engineering,26000,154.0
10007850,Electrical  and  Electronic  Engineering,26000,144
10007850,Electrical  Power  Engineering,26000,170.3125
10007850,Electrical  Power  Engineering,26000,170.3125
10007850,Electrical  Power  Engineering,26000,170.3125
10007850,Electrical  Power  Engineering,26000,170.3125
10007850,Electronic  Engineering  with  Space  Science  and  Technology,26000,170.3125
10007850,Electronic  Engineering  with  Space  Science  and  Technology,26000,170.3125
10007850,Electronic  Engineering  with  Space  Science  and  Technology,26000,170.3125
10007850,Electronic  Engineering  with  Space  Science  and  Technology,26000,170.3125
10007850,Electronic  Systems  Engineering,26000,170.3125
10007850,Electronic  Systems  Engineering,26000,170.3125
10007850,Electronic  Systems  Engineering,26000,170.3125
10007850,Electronic  Systems  Engineering,26000,170.3125
10007850,Health  and  Exercise  Science,18000,167.14285714285714
10007850,Health  and  Exercise  Science,18000,167.14285714285714
10007850,Health  and  Exercise  Science,18000,167.14285714285714
10007850,Health  and  Exercise  Science,18000,167.14285714285714
10007850,Integrated  Mechanical  and  Electrical  Engineering,25000,195.75
10007850,International  Management,22000,218.0
10007850,International  Management  and  Modern  Languages  (French),25000,169.0
10007850,International  Management  and  Modern  Languages  (German),23000,167.5
10007850,International  Management  and  Modern  Languages  (Spanish),26000,179.0
10007850,Management,22000,211.0
10007850,Management,22000,188.0
10007850,Mathematical  Sciences,25000,198.5625
10007850,Mathematical  Sciences,25000,195.57142857142858
10007850,Mathematical  Sciences,25000,176
10007850,Mathematics,25000,213.0
10007850,Mathematics,25000,198.5625
10007850,Mathematics,25000,190.34782608695653
10007850,Mathematics,25000,198.5625
10007850,Mathematics,25000,201.47368421052633
10007850,Mathematics,25000,199.5
10007850,Mathematics  and  Statistics,25000,198.5625
10007850,Mathematics  and  Statistics,25000,192
10007850,Mathematics  and  Statistics,25000,198.5625
10007850,Mechanical  Engineering,26000,211.6
10007850,Mechanical  Engineering,26000,203.25
10007850,Mechanical  Engineering  with  Manufacturing  and  Management,26000,206.16666666666666
10007850,Mechanical  Engineering  with  Manufacturing  and  Management,26000,206.16666666666666
10007850,Mechanical  with  Automotive  Engineering,26000,206.16666666666666
10007850,Mechanical  with  Automotive  Engineering,26000,206.16666666666666
10007850,Modern  Languages  and  European  Studies  (French  and  ab  initio  Italian),22000,163.75
10007850,Modern  Languages  and  European  Studies  (French  and  Spanish),20000,166.66666666666666
10007850,Pharmacology,19000,154.71428571428572
10007850,Pharmacology,19000,172.0
10007850,Pharmacy,19000,156.41379310344828
10007850,Pharmacy  with  Integrated  Pre-registration  Year,19000,157.92857142857142
10007850,Physics,25000,195.75
10007850,Physics,25000,209.875
10007850,Physics,25000,201.64285714285714
10007850,Physics,25000,176
10007850,Physics,25000,187.25
10007850,Physics  with  Astrophysics,25000,201.64285714285714
10007850,Physics  with  Astrophysics,25000,201.64285714285714
10007850,Physics  with  Astrophysics,25000,201.64285714285714
10007850,Physics  with  Astrophysics,25000,201.64285714285714
10007850,Physics  with  Astrophysics,25000,201.64285714285714
10007850,Physics  with  Astrophysics  with  Professional  and  Research  Placement,25000,201.64285714285714
10007850,Physics  with  Astrophysics  with  Professional  Placement,25000,201.64285714285714
10007850,Physics  with  Astrophysics  with  Research  Placement,25000,201.64285714285714
10007850,Physics  with  Professional  and  Research  Placement,25000,201.64285714285714
10007850,Physics  with  Professional  Placement,25000,176
10007850,Physics  with  Research  Placement,25000,179.75
10007850,Politics  and  International  Relations,21000,173.84615384615384
10007850,Politics  and  International  Relations,21000,167.5
10007850,Politics  with  Economics,28000,164.28571428571428
10007850,Psychology,19000,197.0
10007850,Psychology,19000,196.73684210526315
10007850,Psychology,19000,192.83333333333334
10007850,Psychology,19000,197.0
10007850,Robotics  Engineering  4FT,26000,170.3125
10007850,Robotics  Engineering  5SW,26000,170.3125
10007850,Social  Policy,19000,151.5
10007850,Social  Policy,19000,151.5
10007850,Social  Work  and  Applied  Social  Studies,26000,163.33333333333334
10007850,Sociology,19000,144
10007850,Sociology,19000,171.25
10007850,Sport  and  Exercise  Science,18000,167.14285714285714
10007850,Sport  and  Exercise  Science,18000,170.94594594594594
10007850,Sport  and  Exercise  Science,18000,167.14285714285714
10007850,Sport  and  Exercise  Science,18000,167.14285714285714
10007850,Sport  and  Exercise  Science,18000,168.57142857142858
10007850,Sport  and  Exercise  Science,18000,171.53846153846155
10007850,Sport  and  Exercise  Science  with  combined  professional  placement  and  study  year  abroad,18000,167.14285714285714
10007850,Sport  and  Exercise  Science  with  combined  professional  placement  and  study  year  abroad,18000,167.14285714285714
10007850,Sport  and  Social  Sciences,18000,161.875
10007850,Sport  and  Social  Sciences,18000,165.0
10007850,Statistics,25000,198.5625
10007850,Statistics,25000,198.5625
10007850,Statistics,25000,198.5625
10007152,Accounting,22000,64
10007152,Accounting,22000,64
10007152,Accounting,22000,64
10007152,Accounting  and  Finance,22000,76.0
10007152,Acting,17000,80
10007152,Advertising  and  Branding  Design,18000,90.0
10007152,Advertising  and  Branding  Design,18000,90.0
10007152,Advertising  and  Branding  Design,18000,90.0
10007152,Advertising  and  Marketing  Communications,20000,69.0
10007152,Advertising  and  Marketing  Communications,20000,69.0
10007152,Advertising  and  Marketing  Communications,20000,69.0
10007152,Animation,18000,90.0
10007152,Animation,18000,90.0
10007152,Animation,18000,83.0
10007152,Animation  for  Industry,17000,74.0
10007152,Applied  Education  Studies,19000,0
10007152,Applied  Psychology,18000,102.0
10007152,Applied  Psychology,18000,90.5
10007152,Applied  Social  Studies,18000,80.83333333333333
10007152,Applied  Social  Studies,18000,89.0
10007152,Applied  Social  Studies,18000,99.0
10007152,Applied  Social  Studies  Extended,18000,80.83333333333333
10007152,Art  and  Design,17000,69.0
10007152,Art  and  Design,17000,69.0
10007152,Art  and  Design,17000,69.0
10007152,Artificial  Intelligence  and  Robotics,24000,87.10526315789474
10007152,Artificial  Intelligence  and  Robotics,24000,87.10526315789474
10007152,Artificial  Intelligence  and  Robotics,24000,87.10526315789474
10007152,Biochemistry,19000,89.70588235294117
10007152,Biochemistry,19000,89.70588235294117
10007152,Biochemistry,19000,89.70588235294117
10007152,Biological  Science,19000,90.83333333333333
10007152,Biological  Science,19000,60.5
10007152,Biological  Science,19000,90.83333333333333
10007152,Biomedical  Science,19000,80
10007152,Biomedical  Science,19000,90.83333333333333
10007152,Broadcast  Journalism,18000,99.75
10007152,Broadcast  Journalism,18000,99.75
10007152,Broadcast  Journalism,18000,99.75
10007152,Broadcast  Television  and  Radio,18000,83.75
10007152,Broadcast  Television  and  Radio,18000,83.75
10007152,Broadcast  Television  and  Radio,18000,83.75
10007152,Business  Economics,21000,69.0
10007152,Business  Economics,21000,69.0
10007152,Business  Information  Systems,24000,87.10526315789474
10007152,Business  Information  Systems,24000,87.10526315789474
10007152,Business  Information  Systems,24000,86.0
10007152,Business  Management,22000,92.5
10007152,Business  Management,22000,92.5
10007152,Business  Management,22000,64
10007152,Business  Management,22000,64
10007152,Business  Management,22000,64
10007152,Business  Management,22000,92.5
10007152,Business  Studies,22000,64
10007152,Business  Studies,22000,64
10007152,Business  Studies,22000,64
10007152,Business  Studies  (Finance),22000,71.5
10007152,Business  Studies  (Finance),22000,64
10007152,Business  Studies  (Finance),22000,64
10007152,Business  Studies  (General  Route),22000,64
10007152,Business  Studies  (International),22000,64
10007152,Business  Studies  (International),22000,64
10007152,Business  Studies  (International),22000,71.5
10007152,Business  Studies  (Marketing),22000,64
10007152,Business  Studies  (Marketing),22000,60.0
10007152,Business  Studies  (Project  Management),22000,64
10007152,Business  Studies  (Project  Management),22000,64
10007152,Business  Studies  with  Finance,22000,64
10007152,Business  Studies  with  Marketing,22000,64
10007152,Child  and  Adolescent  Studies,18000,102.5625
10007152,Child  and  Adolescent  Studies,18000,102.5625
10007152,Child  and  Adolescent  Studies,18000,64
10007152,Communication  and  Reputation  Management,20000,69.0
10007152,Computer  Animation  and  Visual  Effects,17000,74.0
10007152,Computer  Games  Development,24000,87.10526315789474
10007152,Computer  Games  Development,24000,87.10526315789474
10007152,Computer  Games  Development,24000,82.5
10007152,Computer  Networking,24000,87.10526315789474
